household_id,segment_tier,persona_tag,office_location,tenure_years,policy_count,lines_count,bundled_flag,home_flag,auto_flag,umbrella_flag,primary_carrier,secondary_carrier,account_round_opportunity_flag_home,account_round_opportunity_flag_auto,account_round_opportunity_flag_umbrella  ,multiple_carrier_flag,bundle_opportunity_flag,written_premium_total,earned_premium_ytd,commission_rate_pct,renewal_date,escrow_flag,auto_pay_flag,auto_premium,home_premium,year_built,roof_age_years,roof_upgrade_flag,water_backup_limit,service_line_coverage_limit,equipment_breakdown_flag,roof_surfacing_loss_settlement,refrigerated_products_flag,key_fob_replacement_flag,pet_injury_flag,seepage_leakage_coverage_flag,bundle_discount_flag,eft,pay_in_full,paperless,multicar,safe_driver,alarm,service_touches_12m,avg_minutes_per_touch,remarkets_12m,est_minutes_per_remarket,claims_open_count,claims_closed_12m,retained_last_term_flag,churn_risk_score_0_1,data_confidence,last_reviewed_date,remarket_reason,service_channel
HH0270,Silver,Retiree,Portland,6.4,2,2,0,0,0,0,CarrierB,CarrierC,1,1,1,1,1,3800,3700,12.2,2024-02-12,1,1,0,1850,1996,10,0,7200,3100,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0271,Bronze,Single,San Francisco,3.2,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.8,2024-01-19,1,0,0,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0272,Gold,Young Family,Seattle,12,4,4,1,1,0,1,CarrierA,CarrierE,1,1,0,0,0,8000,7900,15.9,2023-12-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0273,Silver,Empty Nester,Portland,7,2,2,0,1,0,0,CarrierE,CarrierD,1,1,1,0,0,4200,4100,12.4,2023-11-28,0,1,0,1950,2002,11,0,8600,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0274,Bronze,Student,San Francisco,3.6,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,1950,1900,10.8,2023-10-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,84,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0275,Gold,Young Family,Seattle,10.8,3,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5450,5350,15.1,2023-09-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0276,Silver,Retiree,Portland,7.5,2,2,0,1,1,1,CarrierB,CarrierA,1,0,0,0,0,3900,3800,12.3,2023-08-12,0,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0277,Bronze,Single,San Francisco,3.3,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2320,2270,11,2023-07-19,1,0,1350,940,2019,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0278,Gold,Young Family,Seattle,8.6,3,3,1,0,0,1,CarrierA,CarrierD,1,1,0,1,1,5250,5150,14.9,2023-06-25,0,1,0,2460,2006,8,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0279,Silver,Retiree,Portland,6,2,2,0,0,1,0,CarrierB,CarrierC,1,0,1,1,1,3800,3700,12.1,2023-05-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0280,Bronze,Single,San Francisco,2.8,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2250,2200,10.8,2023-04-19,1,0,1300,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0281,Gold,Young Family,Seattle,12.3,4,4,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,8100,8000,16,2023-03-30,1,1,3400,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0282,Silver,Empty Nester,Portland,6.5,2,2,0,0,1,0,CarrierE,CarrierD,1,0,1,1,1,4250,4150,12.4,2023-02-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0283,Bronze,Student,San Francisco,3.4,1,1,0,0,1,0,CarrierD,,0,0,1,1,1,2050,2000,11.2,2023-01-16,0,0,1005,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,1,83,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0284,Gold,Young Family,Seattle,10.9,3,3,1,0,0,1,CarrierA,CarrierC,1,1,0,1,1,5500,5400,15.2,2022-12-25,1,1,0,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0285,Silver,Retiree,Portland,7.5,2,2,0,0,1,1,CarrierB,CarrierA,1,0,0,1,1,3900,3800,12.3,2022-11-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0286,Bronze,Single,San Francisco,3.6,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2320,2270,11,2022-10-19,1,0,0,940,2019,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0287,Gold,Young Family,Seattle,8.8,3,3,1,1,1,1,CarrierA,CarrierD,1,0,0,0,0,5250,5150,14.9,2022-09-25,0,1,2760,2460,2006,8,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0288,Silver,Retiree,Portland,6,2,2,0,1,0,0,CarrierB,CarrierC,1,1,1,0,0,3800,3700,12.1,2022-08-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0289,Bronze,Single,San Francisco,2.8,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.8,2022-07-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0290,Gold,Young Family,Seattle,9.2,3,3,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,5400,5300,15,2022-06-25,1,1,0,2450,2005,7,0,12400,4280,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0291,Silver,Retiree,Portland,7.9,2,2,0,0,1,0,CarrierB,CarrierD,1,0,1,1,1,3950,3850,12.5,2022-05-12,1,1,1950,1850,1996,10,0,7250,3050,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.12,Measured,2025-07-14,Rate Increase,Portal,,
HH0292,Bronze,Single,San Francisco,3.2,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.9,2022-04-19,1,0,0,920,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,5,0,81,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0293,Gold,Young Family,Seattle,11.7,4,4,1,0,0,1,CarrierA,CarrierC,1,1,0,1,1,8000,7900,15.8,2022-03-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0294,Silver,Empty Nester,Portland,7,2,2,0,1,0,0,CarrierE,CarrierD,1,1,1,0,0,4250,4150,12.4,2022-02-28,0,1,0,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0295,Bronze,Student,San Francisco,3.4,1,1,0,1,1,0,CarrierD,,0,0,1,1,1,2050,2000,11.2,2022-01-16,0,0,1005,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,87,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0296,Gold,Young Family,Seattle,10.5,3,3,1,1,1,1,CarrierA,CarrierD,1,0,0,0,0,5500,5400,15,2021-12-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0297,Silver,Retiree,Portland,7.3,2,2,0,0,1,1,CarrierB,CarrierC,1,0,0,1,1,3900,3800,12.3,2021-11-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0298,Bronze,Single,San Francisco,3.1,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2320,2270,11,2021-10-19,1,0,1350,940,2019,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0299,Gold,Young Family,Seattle,8.9,3,3,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,5250,5150,14.9,2021-09-25,0,1,2760,2460,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0300,Silver,Retiree,Portland,6.5,2,2,0,1,1,0,CarrierB,CarrierA,1,0,1,0,0,3800,3700,12.1,2021-08-12,1,1,1900,1820,1996,10,0,7150,3050,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.11,Measured,2025-07-14,Rate Increase,Portal,,
HH0301,Bronze,Single,San Francisco,2.8,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.9,2021-07-19,1,0,1300,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0302,Gold,Young Family,Seattle,12.2,4,4,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,8000,7900,16,2021-06-30,1,1,3400,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0303,Silver,Empty Nester,Portland,7.1,2,2,0,0,0,0,CarrierE,CarrierD,1,1,1,1,1,4250,4150,12.4,2021-05-28,0,1,0,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0304,Bronze,Student,San Francisco,3.4,1,1,0,1,0,0,CarrierD,,0,1,1,1,1,2050,2000,11.2,2021-04-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,87,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0305,Gold,Young Family,Seattle,10.6,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5500,5400,15.1,2021-03-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0306,Silver,Retiree,Portland,7.3,2,2,0,0,1,1,CarrierB,CarrierC,1,0,0,1,1,3900,3800,12.3,2021-02-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.12,Measured,2025-07-14,Rate Increase,Portal,,
HH0307,Bronze,Single,San Francisco,3.2,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2320,2270,11.1,2021-01-19,1,0,0,940,2019,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0308,Gold,Young Family,Seattle,8.9,3,3,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,5250,5150,14.8,2020-12-25,0,1,0,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0309,Silver,Retiree,Portland,6,2,2,0,0,0,0,CarrierB,CarrierA,1,1,1,1,1,3800,3700,12,2020-11-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0310,Bronze,Single,San Francisco,3,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.9,2020-10-19,1,0,1300,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0311,Gold,Young Family,Seattle,12.1,4,4,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,8000,7900,15.8,2020-09-30,1,1,3400,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0312,Silver,Empty Nester,Portland,6.7,2,2,0,0,1,0,CarrierE,CarrierD,1,0,1,1,1,4250,4150,12.4,2020-08-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0313,Bronze,Student,San Francisco,3.3,1,1,0,1,0,0,CarrierD,,0,1,1,1,1,2050,2000,11,2020-07-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,88,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0314,Gold,Young Family,Seattle,10.8,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5500,5400,15.1,2020-06-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0315,Silver,Retiree,Portland,7.3,2,2,0,1,1,1,CarrierB,CarrierC,1,0,0,0,0,3950,3850,12.5,2020-05-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0316,Bronze,Single,San Francisco,3.2,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.8,2020-04-19,1,0,1300,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0317,Gold,Young Family,Seattle,12,4,4,1,0,1,1,CarrierA,CarrierE,1,0,0,1,1,8100,8000,15.9,2020-03-30,1,1,3400,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0318,Silver,Empty Nester,Portland,6.5,2,2,0,1,1,0,CarrierE,CarrierD,1,0,1,0,0,4250,4150,12.4,2020-02-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0319,Bronze,Student,San Francisco,3.4,1,1,0,1,0,0,CarrierD,,0,1,1,1,1,2050,2000,11,2020-01-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,88,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0320,Gold,Young Family,Seattle,10.6,3,3,1,0,1,1,CarrierA,CarrierC,1,0,0,1,1,5500,5400,15.2,2019-12-25,1,1,2850,2450,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0321,Silver,Retiree,Portland,7.4,2,2,0,0,0,1,CarrierB,CarrierA,1,1,0,1,1,3950,3850,12.5,2019-11-12,0,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0322,Bronze,Single,San Francisco,3.2,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.8,2019-10-19,1,0,0,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0323,Gold,Young Family,Seattle,8,3,3,1,1,0,1,CarrierA,CarrierD,1,1,0,0,0,5400,5300,14.9,2019-09-25,0,1,0,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0324,Silver,Retiree,Portland,6.5,2,2,0,0,1,0,CarrierB,CarrierC,1,0,1,1,1,3800,3700,12.2,2019-08-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0325,Bronze,Single,San Francisco,3.1,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2250,2200,10.8,2019-07-19,1,0,1300,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0326,Gold,Young Family,Seattle,12,4,4,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,8100,8000,16,2019-06-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0327,Silver,Empty Nester,Portland,6.7,2,2,0,0,1,0,CarrierE,CarrierD,1,0,1,1,1,4250,4150,12.4,2019-05-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0328,Bronze,Student,San Francisco,3.4,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,2050,2000,11.2,2019-04-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,88,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0329,Gold,Young Family,Seattle,10.8,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5500,5400,15.1,2019-03-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0330,Silver,Retiree,Portland,8,2,2,0,1,0,1,CarrierB,CarrierA,1,1,0,0,0,3900,3800,12.3,2019-02-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0331,Bronze,Single,San Francisco,3.2,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.8,2019-01-19,1,0,0,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0332,Gold,Young Family,Seattle,8.6,3,3,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,5400,5300,14.9,2018-12-25,0,1,2760,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0333,Silver,Retiree,Portland,6,2,2,0,0,0,0,CarrierB,CarrierD,1,1,1,1,1,3800,3700,12.1,2018-11-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,76,0,2,1,0.11,Measured,2025-07-14,Rate Increase,Portal,,
HH0334,Bronze,Single,San Francisco,2.8,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.8,2018-10-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.13,Assumed,2025-08-15,Carrier Exit,Email,,
HH0335,Gold,Young Family,Seattle,12,4,4,1,0,0,1,CarrierA,CarrierC,1,1,0,1,1,8000,7900,15.9,2018-09-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,6,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0336,Silver,Empty Nester,Portland,6.7,2,2,0,1,1,0,CarrierE,CarrierD,1,0,1,0,0,4250,4150,12.4,2018-08-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0337,Bronze,Student,San Francisco,3.5,1,1,0,0,1,0,CarrierD,,0,0,1,1,1,2050,2000,11.1,2018-07-16,0,0,1005,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,1,88,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0338,Gold,Young Family,Seattle,10.9,3,3,1,0,0,1,CarrierA,CarrierD,1,1,0,1,1,5500,5400,15.2,2018-06-25,1,1,0,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,6,2,98,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0339,Silver,Retiree,Portland,7,2,2,0,1,0,1,CarrierB,CarrierC,1,1,0,0,0,3950,3850,12.5,2018-05-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0340,Bronze,Single,San Francisco,3.4,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.9,2018-04-19,1,0,1350,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0341,Gold,Young Family,Seattle,8.2,3,3,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,5400,5300,14.8,2018-03-25,0,1,0,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0342,Silver,Retiree,Portland,6.5,2,2,0,0,1,0,CarrierB,CarrierA,1,0,1,1,1,3800,3700,12.1,2018-02-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.12,Measured,2025-07-14,Rate Increase,Portal,,
HH0343,Bronze,Single,San Francisco,3.2,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.8,2018-01-19,1,0,1300,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0344,Gold,Young Family,Seattle,9.1,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5400,5300,14.9,2017-12-25,1,1,2790,2450,2005,8,0,12400,4300,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0345,Silver,Retiree,Portland,6,2,2,0,0,0,1,CarrierB,CarrierC,1,1,0,1,1,3800,3700,12.2,2017-11-12,0,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0346,Bronze,Single,San Francisco,2.8,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.8,2017-10-19,1,0,0,900,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Price,Email,,
HH0347,Gold,Young Family,Seattle,12,4,4,1,1,0,1,CarrierA,CarrierC,1,1,0,0,0,8000,7900,15.9,2017-09-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,6,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0348,Silver,Empty Nester,Portland,6.7,2,2,0,0,0,0,CarrierE,CarrierD,1,1,1,1,1,4250,4150,12.4,2017-08-28,0,1,0,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0349,Bronze,Student,San Francisco,3.4,1,1,0,1,1,0,CarrierD,,0,0,1,1,1,2050,2000,11.2,2017-07-16,0,0,1005,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,88,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0350,Gold,Young Family,Seattle,10.8,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5500,5400,15.1,2017-06-25,1,1,2850,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,6,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
